ICD9Code,ShortDescription
5503,Percutaneous nephrostomy without fragmentation
5523,Closed [PERCUTANEOUS] [NEEDLE] biopsy of kidney
5561,Renal autotransplantation
5662,Revision of other cutaneous ureterostomy
5673,"Nephrocystanastomosis, not otherwise specified"
573,Diagnostic procedures on bladder
5785,Cystourethroplasty and plastic repair of bladder neck
4431,High gastric bypass
4439,Other gastroenterostomy without gastrectomy
445,Revision of gastric anastomosis
4462,Closure of gastrostomy
456,Other excision of small intestine
4699,Other operations on intestines
4792,Closure of appendiceal fistula
482,"""diagnostic procedures on rectum, rectosigmoid and perirectal tissue"""
4874,Rectorectostomy
4902,Other incision of perianal tissue
4921,Anoscopy
4993,Other incision of anus
50,Operations on liver
5023,Open ablation of liver lesion or tissue
5102,Trocar cholecystostomy
4593,Other small-to-large intestinal anastomosis
4650,"Closure of intestinal stoma, not otherwise specified"
4674,"Closure of fistula of small intestine, except duodenum"
4675,Suture of laceration of large intestine
4823,Rigid proctosigmoidoscopy
4836,[ENDOSCOPIC] polypectomy of rectum
485,Abdominoperineal resection of rectum
5142,Common duct exploration for relief of other obstruction
5188,Endoscopic removal of stone(s) from biliary tract
5221,Endoscopic excision or destruction of lesion or tissue of pancreatic duct
299,Other operations on pharynx
311,Temporary tracheostomy
3179,Other repair and plastic operations on trachea
660,Salpingotomy and salpingostomy
662,Bilateral endoscopic destruction or occlusion of fallopian tubes
6661,Excision or destruction of lesion of fallopian tube
6514,Other laparoscopic diagnostic procedures on ovaries
654,Unilateral salpingo-oophorectomy
659,Other operations on ovary
6601,Salpingotomy
4840,"Pull-through resection of rectum, not otherwise specified"
4871,Suture of laceration of rectum
4911,Anal fistulotomy
4943,Cauterization of hemorrhoids
4951,Left lateral anal sphincterotomy
511,Diagnostic procedures on biliary tract
5123,Laparoscopic cholecystectomy
5133,Anastomosis of gallbladder to pancreas
515,Other incision of bile duct
5163,Other excision of common duct
5189,Other operations on sphincter of oddi
5212,Open biopsy of pancreas
5219,Other diagnostic procedures on pancreas
5281,Reimplantation of pancreatic tissue
5294,Endoscopic removal of stone(s) from pancreatic duct
5298,Endoscopic dilation of pancreatic duct
531,Other bilateral repair of inguinal hernia
350,Closed heart valvotomy or transcatheter replacement of heart valve
3502,"Closed heart valvotomy, mitral valve"
3522,Open and other replacement of aortic valve
3527,Open and other replacement of tricuspid valve with tissue graft
3551,"Repair of atrial septal defect with prosthesis, open technique"
3603,Open chest coronary artery angioplasty
3619,Other bypass anastomosis for heart revascularization
3639,Other heart revascularization
5286,"Transplantation of cells of islets of langerhans, not otherwise specified"
5372,"Other and open repair of diaphragmatic hernia, abdominal approach"
5384,"Other and open repair of diaphragmatic hernia, with thoracic approach"
5429,Other diagnostic procedures on abdominal region
557,Nephropexy
5584,Reduction of torsion of renal pedicle
5675,Transureteroureterostomy
5682,Suture of laceration of ureter
5412,Reopening of recent laparotomy site
5461,Reclosure of postoperative disruption of abdominal wall
5474,Other repair of omentum
549,Other operations of abdominal region
5532,Open ablation of renal lesion or tissue
558,Other repair of kidney
5596,Other injection of therapeutic substance into kidney
5632,Closed percutaneous biopsy of ureter
5639,Other diagnostic procedures on ureter
5640,"Ureterectomy, not otherwise specified"
5652,Revision of cutaneous uretero-ileostomy
569,Other operations of ureter
5771,Radical cystectomy
488,Incision or excision of perirectal tissue or lesion
493,Local excision or destruction of other lesion or tissue of anus
4973,Closure of anal fistula
5024,Percutaneous ablation of liver lesion or tissue
5026,Other and unspecified ablation of liver lesion or tissue
5051,Auxiliary liver transplant
5091,Percutaneous aspiration of liver
5136,Choledochoenterostomy
5139,Other bile duct anastomosis
5141,Common duct exploration for removal of calculus
5162,Excision of ampulla of vater (with reimplantation of common duct)
5172,Choledochoplasty
5184,Endoscopic dilation of ampulla and biliary duct
5194,Revision of anastomosis of biliary tract
524,Internal drainage of pancreatic cyst
5292,Cannulation of pancreatic duct
656,Bilateral salpingo-oophorectomy
66,Operations on fallopian tubes
5823,Biopsy of urethra
5929,"Other diagnostic procedures on perirenal tissue, perivesical tissue, and retroperitoneum"
600,Incision of prostate
6021,Transurethral (ULTRASOUND) guided laser induced prostatectomy (TULIP)
605,Radical prostatectomy
6192,Excision of lesion of tunica vaginalis other than hydrocele
63,"""operations on spermatic cord, epididymis, and vas deferens"""
6309,"Other diagnostic procedures on spermatic cord, epididymis, and vas deferens"
635,Repair of spermatic cord and epididymis
3633,Endoscopic transmyocardial revascularization
6762,Repair of fistula of cervix
6825,Uterine artery embolization [UAE] without coils
687,Radical vaginal hysterectomy
7021,Vaginoscopy
7022,Culdoscopy
7072,Repair of colovaginal fistula
3451,Decortication of lung
349,Other operations on thorax
3493,Repair of pleura
3511,Open heart valvuloplasty of aortic valve without replacement
354,Production of septal defect in heart
3571,Other and unspecified repair of atrial septal defect
3596,Percutaneous balloon valvuloplasty
3609,Other removal of coronary artery obstruction
669,Other operations on fallopian tubes
672,Conization of cervix
6811,Digital examination of uterus
6819,Other diagnostic procedures on uterus and supporting structures
6839,Other and unspecified subtotal abdominal hysterectomy
689,Other and unspecified hysterectomy
691,Excision or destruction of lesion or tissue of uterus and supporting structures
5132,Anastomosis of gallbladder to intestine
5179,Repair of other bile ducts
519,Other operations on biliary tract
5252,Distal pancreatectomy
530,Other unilateral repair of inguinal hernia
526,Total pancreatectomy
5293,Endoscopic insertion of stent (TUBE) into pancreatic duct
5297,Endoscopic insertion of nasopancreatic drainage tube
5361,Other open incisional hernia repair with graft or prosthesis
5380,"Repair of diaphragmatic hernia with thoracic approach, not otherwise specified"
5381,Plication of the diaphragm
5383,"Laparoscopic repair of diaphragmatic hernia, with thoracic approach"
5424,Closed [PERCUTANEOUS] [NEEDLE] biopsy of intra-abdominal mass
5425,Peritoneal lavage
5463,Other suture of abdominal wall
5499,Other operations of abdominal region
5501,Nephrotomy
5339,Other bilateral femoral herniorrhaphy
5369,Other and open repair of other hernia of anterior abdominal wall with graft or prosthesis
538,"""repair of diaphragmatic hernia, thoracic approach"""
542,Diagnostic procedures of abdominal region
5451,Laparoscopic lysis of peritoneal adhesions
5498,Peritoneal dialysis
5539,Other local destruction or excision of renal lesion or tissue
5598,Removal of mechanical kidney
560,Transurethral removal of obstruction from ureter and renal pelvis
561,Ureteral meatotomy
5641,Partial ureterectomy
5711,Percutaneous aspiration of bladder
671,Diagnostic procedures on cervix
676,Other repair of cervix
582,Diagnostic procedures on urethra
5821,Perineal urethroscopy
5842,Closure of urethrostomy
591,Incision of perivesical tissue
5919,Other incision of perivesical tissue
593,Plication of urethrovesical junction
6018,Other diagnostic procedures on prostate and periprostatic tissue
6073,Excision of seminal vesicle
6142,Repair of scrotal fistula
599,Other operations on urinary system
6019,Other diagnostic procedures on seminal vesicles
602,Transurethral prostatectomy
6096,Transurethral destruction of prostate tissue by microwave thermotherapy
6099,Other operations on prostate
6149,Other repair of scrotum and tunica vaginalis
370,Pericardiocentesis
379,Other operations on heart and pericardium
3814,"Endarterectomy, aorta"
3823,Intravascular spectroscopy
383,Resection of vessel with anastomosis
3837,"Resection of vessel with anastomosis, abdominal veins"
5419,Other laparotomy
5475,Other repair of mesentery
5495,Incision of peritoneum
551,Pyelotomy and pyelostomy
552,Diagnostic procedures on kidney
5529,Other diagnostic procedures on kidney
5551,Nephroureterectomy
5582,Closure of nephrostomy and pyelostomy
5585,Symphysiotomy for horseshoe kidney
56,Operations on ureter
564,Ureterectomy
5692,Implantation of electronic ureteral stimulator
5693,Replacement of electronic ureteral stimulator
576,Partial cystectomy
578,Other repair of urinary bladder
5781,Suture of laceration of bladder
638,Repair of vas deferens and epididymis
6399,"Other operations on spermatic card, epididymis, and vas deferens"
644,Repair and plastic operation on penis
6445,Replantation of penis
7094,Insertion of biological graft
711,Diagnostic procedures on vulva
716,Other vulvectomy
717,Repair of vulva and perineum
3728,Intracardiac echocardiography
3734,"Excision or destruction of other lesion or tissue of heart, endovascular approach"
3741,Implantation of prosthetic cardiac support device around the heart
6991,Insertion of therapeutic device into uterus
70,Operations on vagina and cul-de-sac
705,Repair of cystocele and rectocele
707,Other repair of vagina
7073,Repair of rectovaginal fistula
7095,Insertion of synthetic graft or prosthesis
544,Excision or destruction of peritoneal tissue
5496,Injection of air into peritoneal cavity
55,Operations on kidney
5524,Open biopsy of kidney
554,Partial nephrectomy
5586,Anastomosis of kidney
562,Ureterotomy
5733,Closed [TRANSURETHRAL] biopsy of bladder
5788,Other anastomosis of bladder
5843,Closure of other fistula of urethra
5892,Excision of periurethral tissue
5903,Laparoscopic lysis of perirenal or periureteral adhesions
5521,Nephroscopy
5533,Percutaneous ablation of renal lesion or tissue
5587,Correction of ureteropelvic junction
559,Other operations on kidney
5651,Formation of cutaneous uretero-ileostomy
567,Other anastomosis or bypass of ureter
5671,Urinary diversion to intestine
5689,Other repair of ureter
570,Transurethral clearance of bladder
5732,Other cystoscopy
575,Other excision or destruction of bladder tissue
5782,Closure of cystostomy
5786,Repair of bladder exstrophy
5789,Other repair of bladder
5822,Other urethroscopy
5824,Biopsy of periurethral tissue
5846,Other reconstruction of urethra
