ICD9Code,ShortDescription
53570,"Eosinophilic gastritis, without mention of hemorrhage"
5372,Chronic duodenal ileus
53782,Angiodysplasia of stomach and duodenum without mention of hemorrhage
539,Complications of bariatric procedures
53989,Other complications of other bariatric procedure
543,Other diseases of appendix
5520,Femoral hernia with obstruction
5552,Regional enteritis of small intestine with large intestine
5560,Ulcerative (CHRONIC) enterocolitis
56402,Outlet dysfunction constipation
5643,Vomiting following gastrointestinal surgery
5649,Unspecified functional disorder of intestine
5699,Unspecified disorder of intestine
572,Liver abscess and sequelae of chronic liver disease
57400,"Calculus of gallbladder with acute cholecystitis, without mention of obstruction"
57421,"Calculus of gallbladder without mention of cholecystitis, with obstruction"
5745,Calculus of bile duct without mention of cholecystitis
57460,"Calculus of gallbladder and bile duct with acute cholecystitis, without mention of obstruction"
577,Diseases of pancreas
5772,Cyst and pseudocyst of pancreas
6604,Shoulder (GIRDLE) dystocia during labor and delivery
66103,"Primary uterine inertia, antepartum condition or complication"
66113,"Secondary uterine inertia, antepartum condition or complication"
66191,"Unspecified abnormality of labor, delivered, with or without mention of antepartum condition"
662,Long labor
6623,Delayed delivery of second twin triplet etc.
6631,Cord around neck with compression complicating labor and delivery
66340,"Short cord complicating labor and delivery, unspecified as to episode of care or not applicable"
6636,Vascular lesions of cord complicating labor and delivery
6638,Other umbilical cord complications during labor and delivery
66450,"Vulvar and perineal hematoma, unspecified as to episode of care or not applicable"
6646,Anal sphincter tear complicating delivery not associated with third-degree perineal laceration
6649,Unspecified trauma to perineum and vulva during delivery
6650,Rupture of uterus before onset of labor
66501,"Rupture of uterus before onset of labor, delivered, with or without mention of antepartum condition"
66561,"Damage to pelvic joints and ligaments, delivered, with or without mention of antepartum condition"
66700,"Retained placenta without hemorrhage, unspecified as to episode of care or not applicable"
66712,"Retained portions of placenta or membranes, without hemorrhage, delivered, with mention of postpartum complication"
6681,Cardiac complications of anesthesia or other sedation in labor and delivery
6688,Other complications of anesthesia or other sedation in labor and delivery
669,Other complications of labor and delivery not elsewhere classified
66910,"Shock during or following labor and delivery, unspecified as to episode of care or not applicable"
66950,"Forceps or vacuum extractor delivery without mention of indication, unspecified as to episode of care or not applicable"
6697,Cesarean delivery without mention of indication
67100,"Varicose veins of legs complicating pregnancy and the puerperium, unspecified as to episode of care or not applicable"
67150,"Other phlebitis and thrombosis complicating pregnancy and the puerperium, unspecified as to episode of care or not applicable"
67153,"Other phlebitis and thrombosis complicating pregnancy and the puerperium, antepartum condition or complication"
6719,Unspecified venous complication in pregnancy and the pueperium
67380,"Other obstetrical pulmonary embolism, unspecified as to episode of care or not applicable"
67402,"Cerebrovascular disorders in the puerperium, delivered, with mention of postpartum complication"
67404,"Cerebrovascular disorders in the puerperium, postpartum condition or complication"
67661,"Galactorrhea associated with childbirth, delivered, with or without mention of antepartum condition"
56985,Angiodysplasia of intestine with hemorrhage
57149,Other chronic hepatitis
57491,"Calculus of gallbladder and bile duct without cholecystitis, with obstruction"
5759,Unspecified disorder of gallbladder
5765,Spasm of sphincter of oddi
5799,Unspecified intestinal malabsorption
58081,Acute glomerulonephritis in diseases classified elsewhere
5832,"Nephritis and nephropathy, not specified as acute or chronic, with lesion of membranoproliferative glomerulonephritis"
5839,"Nephritis and nephropathy, not specified as acute or chronic, with unspecified pathological lesion in kidney"
5890,Unilateral small kidney
5891,Bilateral small kidneys
590,Infections of kidney
5902,Renal and perinephric abscess
591,Hydronephrosis
5921,Calculus of ureter
5931,Hypertrophy of kidney
595,Cystitis
59581,Cystitis cystica
5988,Other specified causes of urethral stricture
60090,"Hyperplasia of prostate, unspecified, without urinary obstruction and other lower urinary symptoms (LUTS)"
6020,Calculus of prostate
6038,Other specified types of hydrocele
6079,Unspecified disorder of penis
6081,Spermatocele
60884,Chylocele of tunica vaginalis
6108,Other specified benign mammary dysplasias
6118,Other specified disorders of breast
6120,Deformity of reconstructed breast
6146,"Pelvic peritoneal adhesions, female (POSTOPERATIVE) (POSTINFECTION)"
6151,"Chronic inflammatory diseases of uterus, except cervix"
6160,Cervicitis and endocervicitis
6175,Endometriosis of intestine
6184,"Uterovaginal prolapse, unspecified"
5934,Other ureteric obstruction
59371,"Vesicoureteral reflux with reflux nephropathy, unilateral"
5961,Intestinovesical fistula
5968,Other specified disorders of bladder
59801,Urethral stricture due to infective diseases classified elsewhere
5996,Urinary obstruction
59981,Urethral hypermobility
60001,Hypertrophy (BENIGN) of prostate with urinary obstruction and other lower urinary tract symptoms (LUTS)
6011,Chronic prostatitis
60782,Vascular disorders of penis
6082,Torsion of testis
60887,Retrograde ejaculation
6111,Hypertrophy of breast
6145,"Acute or unspecified pelvic peritonitis, female"
617,Endometriosis
619,Fistula involving female genital tract
6199,Unspecified fistula involving female genital tract
6216,Malposition of uterus
6217,Chronic inversion of uterus
6221,Dysplasia of cervix (UTERI)
6225,Incompetence of cervix
6242,Hypertrophy of clitoris
62570,"Vulvodynia, unspecified"
6273,Postmenopausal atrophic vaginitis
62923,Female genital mutilation type III status
6298,Other specified disorders of female genital organs
63320,Ovarian pregnancy without intrauterine pregnancy
63421,"Spontaneous abortion, complicated by damage to pelvic organs or tissues, incomplete"
6355,Legally induced abortion complicated by shock
63561,"Legally induced abortion, complicated by embolism, incomplete"
6361,Illegal abortion complicated by delayed or excessive hemorrhage
637,Unspecified abortion
6375,Legally unspecified abortion complicated by shock
6377,Legally unspecified abortion with other specified complications
6410,Placenta previa without hemorrhage
36644,Cataract associated with other syndromes
3668,Other cataract
36752,Total or complete internal ophthalmoplegia
3680,Amblyopia ex anopsia
3688,Other specified visual disturbances
36900,"Profound impairment, both eyes, impairment level not further specified"
36913,Better eye: severe vision impairment; lesser eye: near-total vision impairment
36969,One eye: profound vision impairment; other eye: normal vision
37002,Ring corneal ulcer
3702,Superficial keratitis without conjunctivitis
37021,Punctate keratitis
37052,Diffuse interstitial keratitis
37123,Bullous keratopathy
37158,Other posterior corneal dystrophies
37162,"Keratoconus, acute hydrops"
372,Disorders of conjunctiva
37244,Double pterygium
37253,Conjunctival xerosis
3740,Entropion and trichiasis of eyelid
37520,"Epiphora, unspecified as to cause"
3760,Acute inflammation of orbit
37613,Parasitic infestation of orbit
3762,Endocrine exophthalmos
37652,Enophthalmos due to trauma or surgery
3770,Papilledema
37700,"Papilledema, unspecified"
37703,Papilledema associated with retinal disorder
37710,"Optic atrophy, unspecified"
37808,Alternating esotropia with other noncomitancies
37815,Alternating exotropia
37871,Duane's syndrome
37886,Internuclear ophthalmoplegia
37956,Other forms of nystagmus
37963,"Inflammation (INFECTION) of postprocedural bleb, stage 3"
37990,"Disorder of eye, unspecified"
38151,Acute eustachian salpingitis
38189,Other disorders of eustachian tube
5324,Chronic or unspecified duodenal ulcer with hemorrhage
5336,Chronic or unspecified peptic ulcer of unspecified site with hemorrhage and perforation
53491,"Gastrojejunal ulcer, unspecified as acute or chronic, without mention of hemorrhage or perforation, with obstruction"
535,Gastritis and duodenitis
53500,"Acute gastritis, without mention of hemorrhage"
53520,"Gastric mucosal hypertrophy, without mention of hemorrhage"
53521,"Gastric mucosal hypertrophy, with hemorrhage"
537,Other disorders of stomach and duodenum
55012,"Inguinal hernia, with obstruction, without mention of gangrene, bilateral (not specified as recurrent)"
55091,"Inguinal hernia, without mention of obstruction or gangrene, unilateral or unspecified, recurrent"
55103,"Femoral hernia with gangrene, bilateral, recurrent"
5511,Umbilical hernia with gangrene
5512,Ventral hernia with gangrene
5571,Chronic vascular insufficiency of intestine
558,Other and unspecified noninfectious gastroenteritis and colitis
56202,Diverticulosis of small intestine with hemorrhage
56723,Spontaneous bacterial peritonitis
5680,Peritoneal adhesions (POSTOPERATIVE) (POSTINFECTION)
56960,"Colostomy and enterostomy complication, unspecified"
56969,Other colostomy and enterostomy complication
56983,Perforation of intestine
573,Other disorders of liver
5741,Calculus of gallbladder with other cholecystitis
57431,"Calculus of bile duct with acute cholecystitis, with obstruction"
